job_id	entity_id	conformation	seed	job_hash_equal	own_pair_label	rli_pair_label	pair_label_equal	own_native_class	rli_native_class	own_cross_class	rli_cross_class	own_selected_models	rli_selected_models	own_haddock_score	rli_haddock_score	haddock_delta_own_minus_rli	own_consensus_fraction	rli_consensus_fraction
CANDIDATE_V29_GEN__C0125__57D1BF6B44C982A5_8x6b_s917_0bf65c4a7f41	V29_GEN__C0125__57D1BF6B44C982A5	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	8	10	-50.838300000000004	-79.60500000000002	28.766700000000014	0.75	0.6
CANDIDATE_V29_GEN__C0125__5970830689CACFB7_8x6b_s917_0fea32b81972	V29_GEN__C0125__5970830689CACFB7	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	7	-75.61769999999999	-79.26749999999998	3.649799999999999	0.7	0.428571
CANDIDATE_V29_GEN__C0136__1F64F4CF20ABF9A3_9e6y_s917_229ca9fab61b	V29_GEN__C0136__1F64F4CF20ABF9A3	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-73.48819999999999	-59.68186000000001	-13.806339999999985	0.888889	0.8
CANDIDATE_V29_GEN__C0136__30ECCC94AD7CA6D8_8x6b_s917_14c304069ec0	V29_GEN__C0136__30ECCC94AD7CA6D8	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-66.46772000000001	-59.46546	-7.002260000000014	0.7	0.9
CANDIDATE_V29_GEN__C0136__30ECCC94AD7CA6D8_9e6y_s917_0eb277f94fbc	V29_GEN__C0136__30ECCC94AD7CA6D8	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-71.86040999999999	-55.72154	-16.13886999999999	0.6	0.8
CANDIDATE_V29_GEN__C0136__6F5779BFB703AC72_9e6y_s917_18a6708b9d70	V29_GEN__C0136__6F5779BFB703AC72	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-70.47800000000001	-72.5772	2.099199999999996	0.5	0.5
CANDIDATE_V29_GEN__C0136__7B2F1075D69836D7_9e6y_s917_0acce2ff2a84	V29_GEN__C0136__7B2F1075D69836D7	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-55.80628	-70.30403999999999	14.497759999999985	0.6	0.4
CANDIDATE_V29_GEN__C0136__83130CA13095E2AC_8x6b_s917_0e776af4a5d5	V29_GEN__C0136__83130CA13095E2AC	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-82.32757000000001	-75.03283200000001	-7.294737999999995	0.9	1.0
CANDIDATE_V29_GEN__C0136__99A046896F0DD1FD_9e6y_s917_11d06558379d	V29_GEN__C0136__99A046896F0DD1FD	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-73.99522999999999	-66.04400000000001	-7.951229999999981	1.0	1.0
CANDIDATE_V29_GEN__C0136__CE30C3070CC6DA4A_8x6b_s917_0f157be1f7b9	V29_GEN__C0136__CE30C3070CC6DA4A	8x6b	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	9	9	-67.45132	-78.5895	11.138180000000006	0.666667	0.777778
CANDIDATE_V29_GEN__C0136__FBF11DF741D33FAA_8x6b_s917_1bca1c095918	V29_GEN__C0136__FBF11DF741D33FAA	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	A	B	B	10	10	-58.8107	-63.94160000000001	5.130900000000011	0.6	0.6
CANDIDATE_V29_GEN__C0138__1ABD8B9BB9548166_8x6b_s917_1617e392a524	V29_GEN__C0138__1ABD8B9BB9548166	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	9	-101.9349	-69.30192	-32.63298	0.6	0.777778
CANDIDATE_V29_GEN__C0138__1ABD8B9BB9548166_9e6y_s917_17e3beaec563	V29_GEN__C0138__1ABD8B9BB9548166	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-70.78126	-70.71530000000001	-0.0659599999999898	1.0	0.8
CANDIDATE_V29_GEN__C0138__5DE9467D847BC50A_9e6y_s917_170cdb2c9228	V29_GEN__C0138__5DE9467D847BC50A	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	10	-87.04823999999999	-84.83143	-2.2168099999999953	0.75	0.5
CANDIDATE_V29_GEN__C0138__A4F44B5A33E6CBF4_9e6y_s917_0bb4ef91a8ad	V29_GEN__C0138__A4F44B5A33E6CBF4	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-69.08004	-73.94069999999999	4.860659999999996	0.8	0.6
CANDIDATE_V29_GEN__C0138__C59459EA7EF06D5C_8x6b_s917_1201ac7e1b08	V29_GEN__C0138__C59459EA7EF06D5C	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	7	5	-64.83437	-72.01406	7.179689999999994	0.714286	0.8
CANDIDATE_V29_GEN__C0139__054EEC5FC722CC3E_9e6y_s917_18f5bc0414ff	V29_GEN__C0139__054EEC5FC722CC3E	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	9	-57.946859999999994	-56.54229000000001	-1.4045699999999854	0.888889	0.666667
CANDIDATE_V29_GEN__C0139__5531C72DE083D3B0_9e6y_s917_249e97389e6b	V29_GEN__C0139__5531C72DE083D3B0	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-60.8276	-77.93327	17.105669999999996	0.8	0.9
CANDIDATE_V29_GEN__C0139__57A9609DC8467501_9e6y_s917_0abd49794b4f	V29_GEN__C0139__57A9609DC8467501	9e6y	917	true	SUPPORTED_AB	OTHER	false	B	E	B	E	9	7	-69.11977999999999	-89.8999	20.78012000000001	0.888889	0.714286
CANDIDATE_V29_GEN__C0139__76AA01082CA93978_9e6y_s917_2366e0647eae	V29_GEN__C0139__76AA01082CA93978	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-40.929799999999986	-45.9892	5.059400000000011	0.7	0.6
CANDIDATE_V29_GEN__C0139__815509EBDCB54B17_8x6b_s917_10711f72745c	V29_GEN__C0139__815509EBDCB54B17	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-80.951	-65.98599999999999	-14.965000000000003	0.6	0.9
CANDIDATE_V29_GEN__C0139__84B76180E8609010_8x6b_s917_1c62fbcc944b	V29_GEN__C0139__84B76180E8609010	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-80.9151	-83.103	2.187899999999999	0.7	0.8
CANDIDATE_V29_GEN__C0139__FEDD2A1A6362E1AB_8x6b_s917_139c33e8ac0b	V29_GEN__C0139__FEDD2A1A6362E1AB	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-82.5982	-87.00390000000002	4.40570000000001	0.7	0.7
CANDIDATE_V29_GEN__C0144__9357B6D48858CE4D_8x6b_s917_20cc5afbcd96	V29_GEN__C0144__9357B6D48858CE4D	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	7	9	-67.4971	-72.16238999999999	4.665289999999985	1.0	0.888889
CANDIDATE_V29_GEN__C0144__9357B6D48858CE4D_9e6y_s917_1ee2fb50078d	V29_GEN__C0144__9357B6D48858CE4D	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-67.19121000000001	-63.012600000000006	-4.178610000000006	0.6	0.8
CANDIDATE_V29_GEN__C0144__A28C4DA172E7094C_9e6y_s917_0b1f73155493	V29_GEN__C0144__A28C4DA172E7094C	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	8	8	-83.76530000000001	-89.2053	5.4399999999999835	0.625	0.5
CANDIDATE_V29_GEN__C0144__A60A62A389A183F1_8x6b_s917_15a4221f22bd	V29_GEN__C0144__A60A62A389A183F1	8x6b	917	true	OTHER	STRICT_A	false	E	A	E	A	10	9	-67.21508	-65.9373	-1.277780000000007	0.5	0.666667
CANDIDATE_V29_GEN__C0144__B8E2074758ED4C7F_9e6y_s917_16a3041bd26d	V29_GEN__C0144__B8E2074758ED4C7F	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-55.3281	-61.7209	6.392800000000001	0.8	0.9
CANDIDATE_V29_GEN__C0145__18295B89BEE31478_9e6y_s917_1cdf7a1e8a0d	V29_GEN__C0145__18295B89BEE31478	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-70.33680000000001	-73.8319	3.4950999999999937	0.5	0.5
CANDIDATE_V29_GEN__C0145__3C8753F75B81BA83_9e6y_s917_1d35c50e1378	V29_GEN__C0145__3C8753F75B81BA83	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-71.39299999999999	-77.282	5.88900000000001	0.9	0.5
CANDIDATE_V29_GEN__C0145__58059F00CC3D697A_9e6y_s917_16e5814ae53a	V29_GEN__C0145__58059F00CC3D697A	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-73.8981	-62.31993000000001	-11.578169999999993	0.4	0.5
CANDIDATE_V29_GEN__C0145__6F441D00064CE4DD_8x6b_s917_1489ea0d7ee6	V29_GEN__C0145__6F441D00064CE4DD	8x6b	917	true	STRICT_A	OTHER	false	A	E	A	E	10	9	-81.12550000000002	-89.80364000000002	8.678139999999999	0.7	0.444444
CANDIDATE_V29_GEN__C0145__B026935E7B344A1D_8x6b_s917_1ce0da14d9d1	V29_GEN__C0145__B026935E7B344A1D	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	A	B	9	9	-61.273150000000015	-59.5737	-1.699450000000013	0.555556	0.777778
CANDIDATE_V29_GEN__C0145__C3F9E5849A6ABAF9_8x6b_s917_0e683938627e	V29_GEN__C0145__C3F9E5849A6ABAF9	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	A	B	B	B	9	9	-60.911399999999986	-73.11842999999999	12.207030000000003	0.777778	0.888889
CANDIDATE_V29_GEN__C0145__EF331FFBBC002950_8x6b_s917_0eb2ad126f8a	V29_GEN__C0145__EF331FFBBC002950	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-93.31271999999998	-93.56078	0.2480600000000095	0.8	0.7
CANDIDATE_V29_GEN__C0145__FB87E26011763980_9e6y_s917_2625e10413dd	V29_GEN__C0145__FB87E26011763980	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	6	9	-79.15060000000001	-68.9282	-10.222400000000007	1.0	0.666667
CANDIDATE_V29_GEN__C0146__68DB0C16A9BFBE8D_8x6b_s917_1b439d405154	V29_GEN__C0146__68DB0C16A9BFBE8D	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	A	B	10	10	-76.21856	-76.5835	0.36494000000000426	0.7	0.5
CANDIDATE_V29_GEN__C0146__9271F4376BEDE2D1_8x6b_s917_1ea62ad3f70e	V29_GEN__C0146__9271F4376BEDE2D1	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	A	A	B	10	8	-56.93608999999999	-61.30204299999999	4.3659529999999975	0.8	0.625
CANDIDATE_V29_GEN__C0146__95C3FCE770711CE6_9e6y_s917_0b4511cbba71	V29_GEN__C0146__95C3FCE770711CE6	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	A	9	10	-68.20795000000001	-75.15106999999999	6.943119999999979	0.555556	0.6
CANDIDATE_V29_GEN__C0146__AAA23215BA9C0E6B_8x6b_s917_10bda0e3f4b7	V29_GEN__C0146__AAA23215BA9C0E6B	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	8	-54.95543000000001	-48.583800000000004	-6.371630000000003	0.6	0.75
CANDIDATE_V29_GEN__C0146__C38CADE55FABAA11_9e6y_s917_231bee3b6ced	V29_GEN__C0146__C38CADE55FABAA11	9e6y	917	true	SUPPORTED_AB	OTHER	false	B	E	B	B	10	10	-82.45310000000002	-76.12243999999998	-6.330660000000037	0.6	0.7
CANDIDATE_V29_GEN__C0147__07EE98097958683B_8x6b_s917_0c929142e865	V29_GEN__C0147__07EE98097958683B	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	6	-58.259600000000006	-65.19972	6.940119999999993	0.428571	0.666667
CANDIDATE_V29_GEN__C0147__299756707EF60F8F_9e6y_s917_0eeb4fa183b6	V29_GEN__C0147__299756707EF60F8F	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-56.56767999999999	-68.7927	12.225020000000008	0.8	0.5
CANDIDATE_V29_GEN__C0147__4C07D688237A45AB_8x6b_s917_1ddfa5da22ac	V29_GEN__C0147__4C07D688237A45AB	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-77.5564	-57.02872	-20.527679999999997	0.888889	0.8
CANDIDATE_V29_GEN__C0147__52E6D0D9DC95A789_9e6y_s917_187079bcc9db	V29_GEN__C0147__52E6D0D9DC95A789	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	A	10	10	-59.3201	-64.54262	5.222520000000003	0.8	0.5
CANDIDATE_V29_GEN__C0147__7E2A142715804120_9e6y_s917_187044fb33c9	V29_GEN__C0147__7E2A142715804120	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-80.0735	-49.302	-30.771499999999996	0.8	1.0
CANDIDATE_V29_GEN__C0147__7EDA683A7ACBA94E_8x6b_s917_15a562e7a441	V29_GEN__C0147__7EDA683A7ACBA94E	8x6b	917	true	OTHER	STRICT_A	false	E	A	E	A	9	10	-79.3137	-83.3484	4.034700000000001	0.666667	0.6
CANDIDATE_V29_GEN__C0147__7EDA683A7ACBA94E_9e6y_s917_1cfabe6c90dd	V29_GEN__C0147__7EDA683A7ACBA94E	9e6y	917	true	OTHER	OTHER	true	E	E	E	E	10	10	-90.3376	-83.0147	-7.32289999999999	0.4	0.4
CANDIDATE_V29_GEN__C0147__8683996A7BAEACC7_8x6b_s917_0e8502acbc04	V29_GEN__C0147__8683996A7BAEACC7	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	A	A	B	B	10	10	-71.90423999999999	-75.30184000000001	3.3976000000000255	0.5	0.5
CANDIDATE_V29_GEN__C0150__1D843C0E47B96E48_8x6b_s917_14c65b083108	V29_GEN__C0150__1D843C0E47B96E48	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	8	7	-45.851079999999996	-52.95237999999999	7.101299999999995	0.75	0.857143
CANDIDATE_V29_GEN__C0150__3318F4262820F219_8x6b_s917_0e7001980a97	V29_GEN__C0150__3318F4262820F219	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-59.55494	-49.45706	-10.097880000000004	0.6	0.7
CANDIDATE_V29_GEN__C0150__3342AF9F39C8C308_8x6b_s917_19b95eac0de2	V29_GEN__C0150__3342AF9F39C8C308	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-46.30235999999999	-67.29230000000001	20.98994000000002	0.9	0.6
CANDIDATE_V29_GEN__C0150__55C5051B6D63504E_9e6y_s917_116e255798ca	V29_GEN__C0150__55C5051B6D63504E	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-82.47183999999999	-59.049330000000005	-23.42250999999998	0.5	0.5
CANDIDATE_V29_GEN__C0150__5FA14680BAA35898_8x6b_s917_1dda9548ee13	V29_GEN__C0150__5FA14680BAA35898	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-46.41037	-46.9286	0.5182300000000026	0.5	0.6
CANDIDATE_V29_GEN__C0150__95DD752918751E27_9e6y_s917_214f217c06fd	V29_GEN__C0150__95DD752918751E27	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-73.96044	-67.994	-5.966440000000006	0.888889	0.7
CANDIDATE_V29_GEN__C0150__F451E0458C13F8FE_8x6b_s917_10db64893e48	V29_GEN__C0150__F451E0458C13F8FE	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-88.5515	-78.7014	-9.850099999999998	0.6	0.5
CANDIDATE_V29_GEN__C0171__24F8FEF8BE88360E_8x6b_s917_12e6399253dc	V29_GEN__C0171__24F8FEF8BE88360E	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-63.78736000000001	-62.96334	-0.8240200000000044	0.7	0.5
CANDIDATE_V29_GEN__C0171__49AC44B7ADA00554_8x6b_s917_204b24ee1ab8	V29_GEN__C0171__49AC44B7ADA00554	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	5	-94.54712	-57.92280000000001	-36.62432	0.6	0.6
CANDIDATE_V29_GEN__C0171__5068225AAEB76240_8x6b_s917_0d2bf54866d7	V29_GEN__C0171__5068225AAEB76240	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-60.163500000000006	-75.33171000000002	15.168210000000009	0.6	0.8
CANDIDATE_V29_GEN__C0171__63B98DC29B6AC147_9e6y_s917_1287be1480d2	V29_GEN__C0171__63B98DC29B6AC147	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-66.33529000000001	-67.07777000000002	0.7424800000000005	0.5	0.7
CANDIDATE_V29_GEN__C0171__955B818FF437F8E6_8x6b_s917_16af5f437374	V29_GEN__C0171__955B818FF437F8E6	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	7	-73.14970000000001	-78.797	5.647299999999987	0.888889	0.857143
CANDIDATE_V29_GEN__C0171__A020F6A790D94004_9e6y_s917_19424aa049b9	V29_GEN__C0171__A020F6A790D94004	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	9	-68.23187	-50.13302	-18.09885	0.5	0.444444
CANDIDATE_V29_GEN__C0171__CCC78DA14EFA174E_9e6y_s917_10ad2e9c9c20	V29_GEN__C0171__CCC78DA14EFA174E	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	8	-84.38109999999999	-93.2933	8.912200000000013	0.555556	0.75
CANDIDATE_V29_GEN__C0171__F1FF8970F5EEAD13_8x6b_s917_15c89e85820a	V29_GEN__C0171__F1FF8970F5EEAD13	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-61.51267999999999	-42.37884	-19.133839999999992	0.7	0.6
CANDIDATE_V29_GEN__C0173__089286C7BD221A32_8x6b_s917_1d6f63c543b6	V29_GEN__C0173__089286C7BD221A32	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-81.2087	-80.61792	-0.5907799999999952	0.5	0.8
CANDIDATE_V29_GEN__C0173__089286C7BD221A32_9e6y_s917_17e715843042	V29_GEN__C0173__089286C7BD221A32	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	A	A	10	10	-79.3313	-80.42678	1.095479999999995	0.7	0.5
CANDIDATE_V29_GEN__C0173__5CD84580A30B542E_9e6y_s917_1a4b580aa6bb	V29_GEN__C0173__5CD84580A30B542E	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	10	-67.7803	-66.75264	-1.0276599999999974	1.0	0.9
CANDIDATE_V29_GEN__C0173__7B16F807A07895B6_9e6y_s917_15c110f07e2e	V29_GEN__C0173__7B16F807A07895B6	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	8	-66.4222	-73.52539999999999	7.103199999999987	0.875	0.875
CANDIDATE_V29_GEN__C0173__85E16C3EEDDCD0B7_8x6b_s917_0b78998fe1fe	V29_GEN__C0173__85E16C3EEDDCD0B7	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	A	B	B	B	10	10	-85.28182600000001	-88.81333000000001	3.531503999999998	0.6	0.8
CANDIDATE_V29_GEN__C0173__CE13718A40384A54_8x6b_s917_1b553c1c3d8e	V29_GEN__C0173__CE13718A40384A54	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-65.98605999999998	-50.96660000000001	-15.019459999999974	0.5	0.5
CANDIDATE_V29_GEN__C0176__75CE9606B90D1FBB_9e6y_s917_16548760670f	V29_GEN__C0176__75CE9606B90D1FBB	9e6y	917	true	OTHER	SUPPORTED_AB	false	E	B	E	A	9	8	-76.43296	-70.05132	-6.38163999999999	0.888889	0.625
CANDIDATE_V29_GEN__C0176__88FA2D1EF66958D2_8x6b_s917_0db642970a8b	V29_GEN__C0176__88FA2D1EF66958D2	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	6	6	-53.46500000000001	-63.36060000000001	9.895600000000002	0.666667	0.666667
CANDIDATE_V29_GEN__C0176__A1A7B030B833322F_9e6y_s917_0ea265060ee5	V29_GEN__C0176__A1A7B030B833322F	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-64.26990999999998	-51.741499999999995	-12.528409999999987	0.8	0.7
CANDIDATE_V29_GEN__C0176__B77A84EA4E49BB27_9e6y_s917_102c23fd3b35	V29_GEN__C0176__B77A84EA4E49BB27	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-53.89656	-62.85960000000001	8.963040000000007	0.6	0.6
CANDIDATE_V29_GEN__C0176__B7BC9ABAFF593FB7_8x6b_s917_0c4747d0f1b0	V29_GEN__C0176__B7BC9ABAFF593FB7	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-85.52653999999998	-74.10958	-11.416959999999989	0.666667	0.8
CANDIDATE_V29_GEN__C0176__BC662C4153ADA2AC_8x6b_s917_1a9e2cfe367a	V29_GEN__C0176__BC662C4153ADA2AC	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-85.27169999999998	-65.73251000000002	-19.539189999999962	0.8	0.7
CANDIDATE_V29_GEN__C0176__D3E3B47D6FA76A38_8x6b_s917_199c38b27d8c	V29_GEN__C0176__D3E3B47D6FA76A38	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	9	-48.45743000000002	-52.53084	4.073409999999974	0.666667	0.888889
CANDIDATE_V29_GEN__C0176__E6468FE82A77E78E_9e6y_s917_1b5f87e62644	V29_GEN__C0176__E6468FE82A77E78E	9e6y	917	true	SUPPORTED_AB	OTHER	false	B	E	B	E	10	8	-98.0197	-69.1276	-28.8921	0.6	0.75
CANDIDATE_V29_GEN__C0183__141D4EEF8BC3BE7F_8x6b_s917_10412cf2c104	V29_GEN__C0183__141D4EEF8BC3BE7F	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-67.0726	-72.10119999999999	5.028599999999997	0.6	0.9
CANDIDATE_V29_GEN__C0183__141D4EEF8BC3BE7F_9e6y_s917_16396697ad15	V29_GEN__C0183__141D4EEF8BC3BE7F	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-49.916799999999995	-58.09629999999999	8.179499999999997	1.0	0.7
CANDIDATE_V29_GEN__C0183__337BA9FBAC8B53FB_8x6b_s917_19130b6ddaed	V29_GEN__C0183__337BA9FBAC8B53FB	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-56.836740000000006	-48.365100000000005	-8.47164	0.7	0.9
CANDIDATE_V29_GEN__C0183__571F69C0F97B8DE5_9e6y_s917_1136f16dbb99	V29_GEN__C0183__571F69C0F97B8DE5	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-60.61820000000001	-67.3398	6.721599999999988	0.6	0.8
CANDIDATE_V29_GEN__C0183__7BFC33190A0E7FAE_9e6y_s917_1bbeb5687a37	V29_GEN__C0183__7BFC33190A0E7FAE	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-81.28756999999999	-61.78978999999999	-19.49778	0.6	0.6
CANDIDATE_V29_GEN__C0183__8BCF307A1A175819_8x6b_s917_18bbf588f745	V29_GEN__C0183__8BCF307A1A175819	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	9	9	-63.94999999999999	-87.96486	24.014860000000013	0.666667	0.777778
CANDIDATE_V29_GEN__C0183__8BCF307A1A175819_9e6y_s917_1b102ad25215	V29_GEN__C0183__8BCF307A1A175819	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	7	-86.505909	-89.54966999999999	3.0437609999999893	0.7	0.714286
CANDIDATE_V29_GEN__C0183__AD6404D61D668A7C_8x6b_s917_0ef94d2612ca	V29_GEN__C0183__AD6404D61D668A7C	8x6b	917	true	STRICT_A	OTHER	false	A	E	A	E	10	10	-58.43440000000002	-61.472179999999994	3.0377799999999766	0.7	0.4
CANDIDATE_V29_GEN__C0183__F41593DE9B1BC681_9e6y_s917_0ed0db172ba9	V29_GEN__C0183__F41593DE9B1BC681	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-60.13703999999999	-64.44433000000001	4.307290000000016	0.6	0.6
CANDIDATE_V29_GEN__C0195__086A9E8C259CC6DA_8x6b_s917_1470c0843238	V29_GEN__C0195__086A9E8C259CC6DA	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-83.58775	-71.7958	-11.79195	0.6	0.6
CANDIDATE_V29_GEN__C0195__1E1EDCDCF2E90A2F_9e6y_s917_0e604ddeec7e	V29_GEN__C0195__1E1EDCDCF2E90A2F	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-78.74494000000001	-88.4225	9.677559999999986	0.6	0.8
CANDIDATE_V29_GEN__C0195__2723423C1B948276_8x6b_s917_0e70c75b2541	V29_GEN__C0195__2723423C1B948276	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-65.99824000000001	-79.49730000000001	13.49906	0.6	0.7
CANDIDATE_V29_GEN__C0195__453C32BFDBCFD54C_8x6b_s917_12ff8984ee9d	V29_GEN__C0195__453C32BFDBCFD54C	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-76.98460000000001	-87.65199999999999	10.667399999999972	0.6	0.8
CANDIDATE_V29_GEN__C0195__56B80B92C1CE8400_9e6y_s917_18e5fb435934	V29_GEN__C0195__56B80B92C1CE8400	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-60.764799999999994	-69.9689	9.204100000000011	0.8	0.7
CANDIDATE_V29_GEN__C0195__5FA1F19AB04A2FBE_9e6y_s917_1c12ebb6040e	V29_GEN__C0195__5FA1F19AB04A2FBE	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-66.215	-72.7454	6.5304	0.5	0.5
CANDIDATE_V29_GEN__C0195__8BA2FF70C94BBF3E_9e6y_s917_0d25ac21f51b	V29_GEN__C0195__8BA2FF70C94BBF3E	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	9	-50.29339	-60.78217000000001	10.488780000000006	0.7	0.888889
CANDIDATE_V29_GEN__C0195__9BE6C89DEC15A2C6_8x6b_s917_1984504826b6	V29_GEN__C0195__9BE6C89DEC15A2C6	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	9	-72.76474000000002	-87.09700000000001	14.332259999999991	0.8	0.555556
CANDIDATE_V29_GEN__C0196__3F6801183B8BF9B4_8x6b_s917_139096a44c47	V29_GEN__C0196__3F6801183B8BF9B4	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-89.13929999999999	-84.5009	-4.63839999999999	0.7	0.9
